 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.66 
1555240881.57
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  22	  34	  20	  33	  21	  34	  22	  34	
 102.4	  43	  67	  40	  65	  41	  68	  45	  67	
 204.8	  85	 133	  80	 130	  82	 136	  89	 134	
 409.6	 168	 265	 160	 258	 163	 271	 176	 266	
 819.2	 336	 530	 319	 517	 326	 542	 353	 532	
1638.4	 669	1055	 635	1028	 649	1078	 701	1059	
3276.8	1339	2114	1272	2060	1300	2161	1405	2122	
