 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.28 
1564231392.19
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  70	  42	  68	  43	  72	  47	  70	
 204.8	  88	 139	  84	 136	  86	 143	  93	 141	
 409.6	 175	 276	 166	 270	 171	 285	 185	 280	
 819.2	 350	 552	 332	 540	 342	 570	 370	 560	
1638.4	 698	1103	 664	1079	 683	1138	 738	1119	
3276.8	1392	2201	1324	2153	1362	2271	1471	2231	
