 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.02 
1557330396.48
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  83	 132	  79	 128	  81	 135	  87	 132	
 409.6	 166	 263	 157	 256	 161	 269	 174	 264	
 819.2	 332	 528	 315	 513	 324	 540	 349	 530	
1638.4	 659	1049	 625	1020	 643	1072	 692	1052	
3276.8	1317	2097	1249	2040	1285	2144	1384	2103	
