 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.39 
1565370431.87
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  39	  67	  43	  66	
 204.8	  79	 131	  74	 127	  78	 134	  85	 131	
 409.6	 157	 261	 147	 253	 156	 268	 169	 262	
 819.2	 312	 521	 293	 505	 312	 534	 337	 523	
1638.4	 628	1047	 589	1016	 628	1075	 678	1053	
3276.8	1245	2079	1169	2016	1244	2132	1343	2087	
