 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
15.37 
1560973470.07
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  17	  11	  17	  11	  18	  11	  17	
  51.2	  22	  34	  21	  33	  21	  35	  22	  34	
 102.4	  43	  67	  41	  66	  42	  69	  45	  68	
 204.8	  85	 134	  81	 132	  84	 139	  89	 136	
 409.6	 170	 268	 161	 263	 167	 276	 177	 270	
 819.2	 338	 533	 321	 524	 332	 549	 351	 537	
1638.4	 677	1069	 642	1050	 666	1101	 705	1077	
3276.8	1352	2135	1282	2097	1329	2200	1407	2151	
