 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.46 
1563638569.38
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  43	  72	  47	  71	
 204.8	  88	 139	  84	 136	  86	 144	  93	 141	
 409.6	 176	 277	 167	 271	 172	 286	 186	 282	
 819.2	 351	 554	 334	 542	 343	 571	 371	 562	
1638.4	 702	1108	 668	1083	 687	1143	 742	1124	
3276.8	1400	2208	1331	2161	1369	2279	1479	2240	
