 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.71 
1562136182.15
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  18	  11	  17	
  51.2	  21	  34	  20	  33	  20	  34	  22	  34	
 102.4	  41	  67	  39	  65	  40	  68	  44	  67	
 204.8	  81	 133	  77	 129	  80	 136	  87	 133	
 409.6	 162	 265	 153	 257	 161	 272	 173	 267	
 819.2	 324	 530	 305	 514	 321	 544	 346	 533	
1638.4	 647	1059	 610	1027	 640	1087	 691	1065	
3276.8	1292	2117	1218	2054	1280	2173	1381	2127	
