 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.87 
1561417684.51
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  77	 129	  81	 137	  87	 134	
 409.6	 163	 266	 154	 259	 162	 273	 174	 268	
 819.2	 326	 531	 308	 516	 322	 545	 348	 534	
1638.4	 651	1062	 615	1031	 644	1090	 695	1068	
3276.8	1300	2120	1226	2057	1284	2175	1386	2131	
