 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.62 
1564304102.99
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  38	  64	  40	  68	  43	  66	
 204.8	  80	 132	  75	 128	  79	 135	  86	 133	
 409.6	 159	 263	 149	 255	 158	 270	 171	 265	
 819.2	 316	 525	 298	 509	 316	 539	 341	 528	
1638.4	 632	1048	 594	1016	 629	1075	 679	1053	
3276.8	1263	2096	1188	2032	1259	2150	1360	2106	
