 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.18 
1560295985.66
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   6	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  20	  34	  22	  32	
 102.4	  43	  65	  41	  64	  40	  67	  43	  64	
 204.8	  85	 130	  82	 128	  80	 134	  86	 128	
 409.6	 170	 258	 163	 255	 160	 267	 171	 255	
 819.2	 338	 516	 326	 509	 318	 533	 342	 508	
1638.4	 676	1030	 651	1016	 635	1064	 682	1014	
3276.8	1349	2055	1299	2027	1268	2122	1361	2023	
