 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.86 
1556869835.12
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  79	 129	  81	 135	  88	 133	
 409.6	 167	 264	 158	 257	 162	 270	 175	 265	
 819.2	 331	 526	 314	 511	 323	 537	 348	 527	
1638.4	 661	1050	 628	1021	 645	1074	 694	1053	
3276.8	1320	2097	1252	2039	1286	2144	1386	2103	
