 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
22.26 
1565641434.45
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  68	  43	  66	
 204.8	  79	 132	  74	 128	  79	 135	  85	 132	
 409.6	 158	 263	 148	 255	 157	 270	 170	 264	
 819.2	 314	 525	 295	 509	 314	 538	 340	 527	
1638.4	 626	1045	 588	1013	 625	1071	 676	1050	
3276.8	1251	2089	1175	2025	1250	2143	1351	2099	
