 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.15 
1560137919.84
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  35	
 102.4	  45	  69	  43	  68	  43	  71	  47	  71	
 204.8	  89	 139	  85	 136	  86	 143	  94	 141	
 409.6	 177	 276	 170	 272	 171	 284	 187	 281	
 819.2	 354	 552	 339	 543	 342	 568	 373	 561	
1638.4	 706	1103	 676	1084	 684	1135	 746	1120	
3276.8	1411	2204	1351	2166	1365	2268	1490	2237	
