 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.70 
1565812166.78
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  67	  43	  66	
 204.8	  79	 132	  74	 128	  79	 135	  85	 132	
 409.6	 158	 263	 148	 255	 158	 270	 170	 265	
 819.2	 314	 524	 295	 507	 313	 537	 339	 526	
1638.4	 626	1046	 588	1013	 625	1073	 676	1051	
3276.8	1254	2094	1177	2030	1253	2149	1354	2105	
