 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.21 
1565292905.68
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  68	  43	  66	
 204.8	  79	 131	  74	 127	  78	 134	  85	 131	
 409.6	 157	 262	 148	 254	 157	 268	 169	 263	
 819.2	 315	 525	 296	 509	 314	 539	 340	 528	
1638.4	 627	1046	 589	1014	 626	1074	 677	1051	
3276.8	1250	2087	1175	2023	1249	2140	1349	2096	
