 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.61 
1560581993.72
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  18	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  90	 140	  86	 137	  87	 144	  94	 142	
 409.6	 179	 278	 171	 273	 174	 287	 188	 283	
 819.2	 356	 556	 340	 546	 346	 574	 376	 565	
1638.4	 712	1112	 680	1091	 693	1147	 752	1130	
3276.8	1421	2218	1357	2177	1381	2288	1497	2253	
