 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.18 
1556029889.21
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 168	 265	 159	 258	 163	 271	 176	 266	
 819.2	 334	 528	 318	 515	 325	 541	 351	 530	
1638.4	 668	1055	 634	1028	 649	1080	 700	1060	
3276.8	1333	2108	1266	2054	1297	2156	1398	2116	
