 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.70 
1554374912.52
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  64	  40	  67	  44	  66	
 204.8	  83	 131	  79	 128	  80	 134	  87	 132	
 409.6	 166	 262	 158	 257	 160	 268	 174	 263	
 819.2	 329	 522	 315	 510	 319	 532	 346	 523	
1638.4	 658	1043	 628	1020	 637	1063	 693	1047	
3276.8	1314	2083	1255	2036	1272	2123	1382	2089	
