 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.93 
1561829279.59
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  16	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  40	  64	  37	  63	  38	  66	  42	  65	
 204.8	  79	 128	  74	 125	  76	 131	  83	 129	
 409.6	 158	 257	 148	 251	 151	 261	 166	 258	
 819.2	 313	 511	 295	 499	 301	 520	 329	 514	
1638.4	 625	1020	 589	 996	 601	1039	 658	1026	
3276.8	1248	2036	1176	1990	1200	2074	1312	2048	
