 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
3.88 
1563165715.64
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  18	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  73	  47	  71	
 204.8	  89	 140	  85	 137	  87	 145	  94	 142	
 409.6	 178	 279	 169	 273	 174	 288	 188	 283	
 819.2	 355	 558	 338	 546	 347	 576	 375	 566	
1638.4	 708	1114	 675	1091	 692	1151	 749	1132	
3276.8	1413	2223	1345	2176	1381	2295	1493	2257	
