 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.71 
1561013146.22
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 134	  78	 130	  81	 137	  87	 134	
 409.6	 164	 266	 155	 258	 162	 273	 174	 267	
 819.2	 326	 531	 308	 515	 322	 545	 348	 534	
1638.4	 652	1062	 616	1031	 644	1090	 695	1067	
3276.8	1308	2131	1235	2068	1293	2188	1394	2143	
