 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.59 
1563957376.99
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  34	  19	  33	  20	  34	  22	  34	
 102.4	  40	  66	  38	  64	  40	  68	  43	  67	
 204.8	  80	 132	  75	 128	  80	 135	  86	 133	
 409.6	 160	 264	 150	 256	 159	 272	 172	 266	
 819.2	 318	 527	 299	 511	 317	 541	 342	 530	
1638.4	 635	1052	 598	1020	 633	1080	 683	1058	
3276.8	1267	2100	1192	2036	1263	2154	1363	2109	
