 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.54 
1563751925.42
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  36	
 102.4	  44	  70	  42	  68	  43	  72	  47	  71	
 204.8	  88	 139	  84	 136	  86	 143	  93	 141	
 409.6	 176	 277	 167	 271	 172	 286	 186	 281	
 819.2	 351	 553	 334	 541	 343	 571	 371	 561	
1638.4	 701	1105	 666	1080	 685	1139	 740	1120	
3276.8	1400	2208	1331	2159	1368	2277	1478	2238	
