 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
33.06 
1557162227.18
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  20	  34	  22	  33	
 102.4	  42	  66	  40	  65	  40	  67	  44	  67	
 204.8	  83	 131	  79	 129	  79	 134	  87	 133	
 409.6	 166	 262	 158	 257	 158	 267	 173	 265	
 819.2	 331	 523	 315	 513	 315	 534	 345	 530	
1638.4	 661	1047	 629	1026	 629	1068	 690	1059	
3276.8	1319	2089	1256	2049	1257	2132	1378	2114	
