 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.38 
1563400928.05
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  44	  72	  47	  71	
 204.8	  89	 139	  84	 136	  87	 144	  94	 142	
 409.6	 177	 278	 168	 272	 173	 287	 187	 283	
 819.2	 353	 556	 336	 544	 345	 574	 373	 564	
1638.4	 704	1110	 670	1085	 689	1145	 744	1126	
3276.8	1406	2216	1338	2168	1376	2288	1485	2249	
