 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
16.66 
1566308304.13
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  67	
 204.8	  82	 133	  78	 131	  82	 137	  87	 134	
 409.6	 164	 266	 155	 261	 164	 274	 173	 268	
 819.2	 328	 531	 310	 521	 327	 548	 346	 536	
1638.4	 655	1061	 618	1040	 653	1095	 692	1070	
3276.8	1308	2119	1234	2077	1303	2187	1380	2137	
