 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.65 
1562118028.16
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  33	  19	  32	  20	  34	  22	  34	
 102.4	  41	  66	  38	  64	  40	  68	  43	  67	
 204.8	  81	 132	  76	 128	  80	 136	  86	 133	
 409.6	 161	 264	 152	 256	 160	 270	 172	 265	
 819.2	 322	 527	 303	 511	 318	 540	 343	 529	
1638.4	 643	1054	 606	1022	 636	1081	 687	1058	
3276.8	1283	2103	1210	2039	1269	2156	1371	2110	
