 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.05 
1566418235.42
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  23	  35	
 102.4	  44	  69	  41	  68	  43	  71	  46	  70	
 204.8	  87	 138	  82	 135	  85	 142	  92	 140	
 409.6	 173	 276	 164	 269	 170	 285	 184	 280	
 819.2	 345	 550	 327	 538	 339	 568	 367	 558	
1638.4	 688	1099	 654	1073	 677	1134	 732	1114	
3276.8	1374	2196	1306	2145	1352	2266	1462	2226	
