 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.50 
1560031890.33
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	   8	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  36	
 102.4	  45	  69	  43	  68	  43	  71	  47	  70	
 204.8	  89	 138	  85	 136	  86	 142	  94	 141	
 409.6	 177	 276	 169	 271	 171	 284	 187	 280	
 819.2	 354	 552	 339	 543	 343	 568	 373	 561	
1638.4	 705	1102	 675	1083	 683	1134	 745	1119	
3276.8	1409	2202	1350	2165	1366	2266	1488	2235	
