 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.99 
1561980758.79
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  40	  64	  37	  63	  38	  65	  42	  65	
 204.8	  79	 128	  74	 125	  76	 130	  83	 129	
 409.6	 157	 255	 148	 250	 151	 260	 165	 257	
 819.2	 313	 511	 295	 499	 301	 520	 329	 514	
1638.4	 625	1020	 589	 996	 601	1039	 658	1026	
3276.8	1248	2034	1175	1988	1198	2072	1312	2047	
