 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.87 
1565024692.72
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	   9	  16	  10	  17	  11	  16	
  51.2	  20	  32	  18	  31	  19	  33	  21	  32	
 102.4	  39	  64	  36	  62	  37	  65	  41	  64	
 204.8	  77	 127	  72	 124	  75	 130	  81	 128	
 409.6	 153	 254	 143	 248	 149	 259	 162	 256	
 819.2	 305	 507	 286	 495	 297	 517	 324	 511	
1638.4	 610	1013	 571	 989	 592	1033	 647	1020	
3276.8	1219	2026	1140	1977	1184	2065	1293	2040	
