 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.65 
1560396748.52
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  39	  65	  41	  69	  44	  68	
 204.8	  83	 134	  78	 130	  82	 137	  88	 135	
 409.6	 164	 266	 155	 258	 162	 273	 175	 268	
 819.2	 328	 531	 310	 516	 323	 545	 348	 534	
1638.4	 654	1061	 619	1029	 644	1088	 695	1065	
3276.8	1307	2120	1235	2057	1287	2174	1387	2128	
