 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
6.09 
1563996278.71
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  21	  34	  22	  36	  24	  35	
 102.4	  44	  70	  42	  68	  43	  72	  47	  71	
 204.8	  88	 139	  84	 136	  86	 143	  93	 141	
 409.6	 176	 277	 167	 271	 172	 286	 186	 281	
 819.2	 350	 552	 333	 540	 342	 570	 370	 560	
1638.4	 699	1104	 664	1080	 683	1139	 738	1119	
3276.8	1395	2203	1326	2155	1364	2274	1474	2234	
