 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.30 
1560691310.03
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  89	 139	  85	 137	  87	 144	  94	 142	
 409.6	 179	 278	 170	 273	 173	 287	 188	 283	
 819.2	 356	 556	 340	 545	 346	 573	 375	 565	
1638.4	 711	1109	 678	1088	 691	1144	 749	1126	
3276.8	1419	2215	1355	2174	1379	2285	1496	2249	
