 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.03 
1554805995.48
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  67	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  81	 135	  88	 133	
 409.6	 167	 264	 159	 258	 162	 270	 176	 265	
 819.2	 335	 529	 319	 516	 325	 540	 352	 531	
1638.4	 671	1059	 639	1033	 651	1082	 705	1064	
3276.8	1336	2110	1272	2059	1296	2155	1404	2118	
