 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.59 
1561765587.55
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  40	  64	  37	  63	  38	  66	  42	  65	
 204.8	  79	 129	  75	 126	  76	 131	  83	 130	
 409.6	 157	 256	 148	 250	 151	 261	 166	 258	
 819.2	 314	 512	 296	 500	 302	 522	 330	 516	
1638.4	 626	1021	 590	 998	 602	1041	 659	1028	
3276.8	1252	2042	1180	1996	1204	2081	1317	2056	
