 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.22 
1563365708.02
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  33	  19	  32	  20	  34	  22	  34	
 102.4	  40	  67	  38	  65	  40	  68	  43	  67	
 204.8	  80	 133	  76	 129	  80	 136	  86	 133	
 409.6	 160	 264	 151	 256	 159	 271	 172	 266	
 819.2	 320	 528	 301	 512	 318	 542	 343	 531	
1638.4	 639	1055	 602	1024	 635	1084	 686	1061	
3276.8	1276	2108	1202	2045	1269	2164	1370	2119	
