 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
18.31 
1559950876.78
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  23	  34	
 102.4	  42	  68	  40	  66	  41	  69	  44	  68	
 204.8	  83	 134	  79	 130	  82	 138	  88	 135	
 409.6	 167	 269	 158	 261	 164	 276	 177	 271	
 819.2	 332	 536	 314	 520	 327	 550	 352	 539	
1638.4	 663	1071	 627	1039	 653	1099	 703	1077	
3276.8	1324	2141	1253	2077	1304	2197	1405	2153	
