 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
32.49 
1558118280.23
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  32	  21	  34	  22	  33	
 102.4	  42	  66	  39	  64	  41	  68	  44	  66	
 204.8	  82	 131	  78	 128	  80	 134	  86	 132	
 409.6	 165	 263	 156	 256	 161	 269	 173	 264	
 819.2	 329	 526	 311	 511	 321	 538	 346	 527	
1638.4	 656	1050	 621	1020	 642	1074	 690	1053	
3276.8	1305	2087	1235	2028	1275	2134	1371	2092	
