 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.95 
1554779386.46
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 140	  88	 133	
 409.6	 168	 265	 160	 258	 163	 270	 176	 266	
 819.2	 334	 527	 318	 514	 321	 538	 350	 529	
1638.4	 668	1055	 636	1029	 648	1077	 702	1059	
3276.8	1336	2111	1273	2060	1296	2157	1406	2120	
