 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.04 
1566394145.76
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   5	   8	
  25.6	  10	  16	   9	  16	  10	  17	  10	  16	
  51.2	  19	  32	  18	  31	  19	  33	  21	  32	
 102.4	  38	  64	  36	  62	  37	  65	  41	  64	
 204.8	  76	 127	  71	 124	  74	 129	  81	 128	
 409.6	 151	 253	 141	 247	 147	 258	 161	 254	
 819.2	 302	 505	 282	 493	 294	 515	 321	 508	
1638.4	 602	1007	 562	 983	 587	1027	 640	1013	
3276.8	1202	2013	1123	1964	1173	2052	1279	2025	
