 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.73 
1554675610.58
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  16	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  33	
 102.4	  42	  66	  40	  64	  41	  67	  44	  66	
 204.8	  84	 132	  80	 129	  81	 134	  88	 132	
 409.6	 166	 262	 159	 256	 161	 268	 175	 263	
 819.2	 333	 526	 317	 513	 322	 536	 350	 528	
1638.4	 664	1050	 633	1026	 644	1072	 698	1054	
3276.8	1329	2100	1267	2051	1287	2143	1397	2108	
