 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.81 
1560953339.71
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  41	  67	  39	  65	  41	  69	  44	  68	
 204.8	  83	 134	  78	 130	  81	 137	  88	 135	
 409.6	 165	 267	 155	 259	 162	 274	 175	 269	
 819.2	 328	 534	 310	 518	 324	 549	 350	 538	
1638.4	 654	1064	 617	1033	 646	1092	 697	1070	
3276.8	1309	2130	1235	2066	1292	2187	1393	2143	
