 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.30 
1563376116.18
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  21	  34	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  44	  72	  47	  71	
 204.8	  89	 140	  84	 137	  87	 144	  94	 142	
 409.6	 177	 279	 168	 273	 173	 288	 187	 283	
 819.2	 353	 556	 336	 544	 345	 574	 373	 564	
1638.4	 705	1110	 670	1086	 689	1146	 745	1127	
3276.8	1408	2218	1340	2171	1377	2291	1488	2252	
