 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.99 
1564704147.51
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   5	   9	   5	   8	   5	   9	   6	   9	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  20	  34	  22	  33	
 102.4	  40	  66	  37	  64	  40	  68	  43	  66	
 204.8	  79	 131	  75	 127	  79	 135	  85	 132	
 409.6	 158	 262	 148	 254	 157	 269	 170	 263	
 819.2	 315	 524	 296	 508	 314	 537	 340	 526	
1638.4	 631	1050	 593	1018	 630	1078	 681	1056	
3276.8	1259	2096	1184	2031	1255	2149	1358	2105	
