 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.65 
1563036682.95
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  39	  64	  37	  63	  38	  65	  41	  65	
 204.8	  78	 128	  73	 125	  75	 130	  82	 129	
 409.6	 156	 256	 146	 250	 150	 260	 164	 257	
 819.2	 310	 510	 292	 499	 299	 520	 328	 514	
1638.4	 620	1020	 584	 997	 599	1039	 655	1027	
3276.8	1238	2036	1164	1990	1195	2075	1306	2050	
