 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.98 
1562128516.24
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  17	  10	  16	  10	  17	  11	  17	
  51.2	  20	  33	  19	  32	  19	  33	  21	  33	
 102.4	  40	  65	  37	  63	  38	  66	  42	  65	
 204.8	  79	 129	  74	 126	  76	 131	  83	 130	
 409.6	 157	 257	 148	 251	 151	 262	 166	 259	
 819.2	 314	 512	 296	 501	 302	 522	 331	 516	
1638.4	 627	1023	 590	1000	 603	1043	 660	1030	
3276.8	1250	2040	1176	1994	1201	2079	1315	2053	
