 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.00 
1562884222.21
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  35	  22	  34	
 102.4	  41	  67	  38	  65	  40	  68	  43	  67	
 204.8	  81	 133	  76	 129	  80	 136	  87	 133	
 409.6	 161	 265	 152	 257	 160	 272	 173	 267	
 819.2	 321	 529	 303	 513	 319	 542	 344	 531	
1638.4	 643	1058	 605	1026	 638	1086	 689	1064	
3276.8	1281	2111	1207	2047	1272	2166	1374	2121	
