 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
5.57 
1560002087.4
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  34	  22	  36	  24	  35	
 102.4	  45	  69	  43	  68	  43	  72	  47	  71	
 204.8	  89	 139	  85	 136	  86	 143	  94	 141	
 409.6	 177	 277	 170	 272	 172	 285	 187	 281	
 819.2	 354	 552	 339	 543	 343	 569	 374	 561	
1638.4	 707	1104	 677	1085	 684	1136	 747	1121	
3276.8	1411	2204	1352	2168	1366	2269	1490	2239	
