 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.65 
1560923265.24
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  22	  35	  22	  36	  24	  36	
 102.4	  45	  70	  43	  69	  44	  72	  47	  71	
 204.8	  90	 140	  85	 137	  87	 144	  94	 142	
 409.6	 178	 278	 170	 273	 174	 287	 188	 283	
 819.2	 356	 556	 340	 545	 347	 574	 375	 565	
1638.4	 710	1110	 678	1088	 691	1145	 748	1127	
3276.8	1418	2216	1354	2173	1380	2286	1494	2250	
