 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
20.26 
1561041710.68
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  17	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  40	  64	  38	  63	  38	  65	  42	  65	
 204.8	  79	 128	  75	 125	  76	 131	  83	 129	
 409.6	 158	 256	 149	 251	 152	 261	 166	 258	
 819.2	 316	 512	 298	 500	 303	 521	 331	 515	
1638.4	 630	1022	 594	 999	 604	1040	 660	1028	
3276.8	1258	2042	1187	1996	1206	2079	1319	2052	
