 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.53 
1559934879.34
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  11	  18	  11	  17	  11	  18	  12	  18	
  51.2	  22	  35	  22	  34	  22	  36	  24	  35	
 102.4	  45	  69	  43	  68	  43	  71	  47	  70	
 204.8	  89	 138	  85	 136	  86	 142	  94	 140	
 409.6	 177	 276	 169	 272	 171	 284	 187	 281	
 819.2	 352	 551	 338	 542	 341	 567	 372	 560	
1638.4	 704	1100	 674	1083	 681	1132	 744	1118	
3276.8	1404	2197	1346	2162	1359	2259	1485	2231	
