 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.84 
1563380345.16
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  21	  34	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  40	  72	  47	  71	
 204.8	  89	 139	  84	 136	  87	 144	  94	 141	
 409.6	 177	 278	 168	 272	 173	 287	 187	 283	
 819.2	 353	 555	 335	 543	 345	 573	 373	 564	
1638.4	 703	1108	 669	1084	 687	1143	 743	1124	
3276.8	1406	2216	1337	2168	1376	2287	1486	2248	
