 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.51 
1555254158.52
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 129	  82	 136	  88	 133	
 409.6	 168	 265	 160	 259	 163	 271	 176	 266	
 819.2	 336	 530	 319	 516	 326	 542	 352	 532	
1638.4	 670	1058	 637	1031	 651	1081	 703	1062	
3276.8	1338	2111	1271	2058	1299	2159	1403	2119	
