 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
29.95 
1555020398.56
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  22	  34	  20	  33	  21	  34	  22	  34	
 102.4	  43	  67	  40	  65	  41	  68	  45	  67	
 204.8	  85	 133	  80	 130	  82	 136	  89	 134	
 409.6	 168	 265	 160	 259	 164	 271	 177	 267	
 819.2	 336	 530	 319	 516	 326	 542	 353	 532	
1638.4	 670	1058	 637	1032	 651	1082	 703	1062	
3276.8	1339	2114	1273	2061	1301	2161	1406	2122	
