 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.18 
1555056720.56
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  34	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 132	  80	 129	  82	 135	  88	 133	
 409.6	 168	 264	 159	 258	 163	 270	 176	 265	
 819.2	 334	 528	 318	 515	 325	 539	 351	 530	
1638.4	 668	1055	 636	1029	 650	1078	 701	1059	
3276.8	1333	2104	1267	2051	1294	2149	1397	2111	
