 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
19.54 
1563215057.07
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   4	   3	   4	
  12.8	   5	   8	   5	   8	   5	   9	   6	   8	
  25.6	  10	  16	  10	  16	  10	  17	  11	  16	
  51.2	  20	  32	  19	  32	  19	  33	  21	  33	
 102.4	  39	  64	  37	  63	  38	  65	  41	  65	
 204.8	  78	 128	  73	 125	  75	 130	  82	 129	
 409.6	 156	 256	 146	 250	 150	 260	 164	 257	
 819.2	 310	 510	 291	 498	 299	 519	 327	 513	
1638.4	 620	1020	 583	 996	 599	1039	 655	1026	
3276.8	1238	2035	1163	1988	1194	2074	1306	2048	
