 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
4.19 
1563494056.13
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   6	   9	   6	   9	   6	   9	
  25.6	  12	  18	  11	  17	  11	  18	  12	  18	
  51.2	  23	  35	  21	  34	  22	  36	  24	  36	
 102.4	  45	  70	  42	  68	  44	  72	  47	  71	
 204.8	  89	 139	  84	 136	  87	 144	  94	 141	
 409.6	 176	 278	 168	 272	 173	 287	 186	 282	
 819.2	 352	 554	 335	 542	 344	 572	 372	 563	
1638.4	 703	1108	 669	1084	 688	1144	 743	1125	
3276.8	1403	2213	1335	2165	1372	2284	1482	2245	
