 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
14.93 
1563191467.1
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  18	  11	  17	
  51.2	  21	  34	  20	  33	  21	  35	  22	  34	
 102.4	  42	  67	  40	  66	  42	  69	  44	  68	
 204.8	  84	 132	  80	 131	  83	 138	  88	 134	
 409.6	 168	 267	 159	 261	 166	 275	 175	 269	
 819.2	 335	 533	 317	 523	 331	 549	 349	 537	
1638.4	 669	1063	 632	1042	 659	1096	 697	1070	
3276.8	1334	2122	1261	2080	1316	2187	1390	2136	
