 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
30.03 
1555069985.56
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   6	   9	   6	   9	
  25.6	  11	  17	  10	  17	  11	  17	  11	  17	
  51.2	  21	  33	  20	  33	  21	  34	  22	  34	
 102.4	  42	  66	  40	  65	  41	  68	  44	  67	
 204.8	  84	 133	  80	 130	  82	 136	  88	 133	
 409.6	 168	 264	 159	 257	 163	 270	 175	 265	
 819.2	 334	 527	 318	 514	 324	 538	 350	 529	
1638.4	 669	1056	 636	1030	 650	1080	 702	1060	
3276.8	1333	2105	1268	2052	1294	2151	1397	2111	
