 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
8.76 
1562444643.34
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   9	   6	   8	   5	   9	   6	   8	
  25.6	  11	  17	  11	  16	  10	  17	  11	  16	
  51.2	  22	  33	  21	  32	  20	  34	  22	  32	
 102.4	  43	  65	  41	  64	  40	  68	  43	  64	
 204.8	  85	 130	  82	 128	  80	 135	  86	 128	
 409.6	 169	 259	 163	 255	 160	 269	 171	 255	
 819.2	 338	 518	 325	 510	 320	 537	 341	 510	
1638.4	 675	1034	 648	1017	 637	1071	 680	1017	
3276.8	1349	2067	1294	2033	1274	2141	1359	2033	
