 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
21.27 
1562077117.63
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   5	   3	   5	   3	   5	   3	   5	
  12.8	   6	   9	   5	   9	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  34	  20	  33	  20	  34	  22	  34	
 102.4	  41	  66	  38	  64	  40	  68	  43	  67	
 204.8	  81	 132	  76	 128	  80	 136	  86	 133	
 409.6	 162	 264	 152	 256	 160	 271	 172	 265	
 819.2	 323	 528	 304	 512	 319	 541	 344	 530	
1638.4	 644	1054	 607	1022	 636	1080	 687	1058	
3276.8	1287	2107	1212	2043	1272	2160	1373	2114	
