 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
7.65 
1563403840.14
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   4	
  12.8	   6	   8	   5	   8	   5	   9	   6	   8	
  25.6	  11	  17	  10	  16	  10	  17	  11	  16	
  51.2	  21	  33	  20	  32	  20	  34	  21	  32	
 102.4	  42	  65	  41	  64	  40	  67	  42	  63	
 204.8	  84	 129	  81	 127	  80	 134	  85	 127	
 409.6	 168	 258	 161	 253	 159	 267	 169	 253	
 819.2	 334	 513	 320	 504	 316	 531	 336	 503	
1638.4	 667	1027	 640	1008	 631	1063	 671	1007	
3276.8	1333	2051	1279	2015	1261	2123	1342	2011	
