 T_NTC(C) 	GlobalTime(s)  DoseRange(Mrad)
31.08 
1555052883.77
GlobDur	R0	R1	R2	R3	R4	R5	R6	R7 
   6.4	   3	   4	   3	   4	   3	   5	   3	   5	
  12.8	   6	   9	   5	   8	   5	   9	   6	   9	
  25.6	  11	  17	  10	  17	  10	  17	  11	  17	
  51.2	  21	  33	  20	  33	  20	  34	  22	  34	
 102.4	  42	  66	  40	  65	  40	  67	  44	  67	
 204.8	  84	 132	  80	 129	  80	 134	  88	 134	
 409.6	 167	 263	 159	 258	 158	 267	 174	 266	
 819.2	 333	 524	 318	 515	 316	 534	 348	 530	
1638.4	 665	1047	 635	1027	 630	1066	 694	1059	
3276.8	1328	2089	1266	2051	1257	2127	1385	2112	
